Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Anchor,Industry,Business Description,Company Website,Started in (Year),Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Pitchers City,Pitchers State, Yearly Revenue , Monthly Sales , Gross Margin , Net Margin ,EBITDA,Cash Burn,SKUs,Has Patents,Bootstrapped, Original Ask Amount ,Original Offered Equity, Valuation Requested ,Received Offer,Accepted Offer, Total Deal Amount ,Total Deal Equity, Total Deal Debt ,Debt Interest, Deal Valuation ,Number of Sharks in Deal,Deal Has Conditions,Royalty Deal,Advisory Shares Equity, Namita Investment Amount ,Namita Investment Equity, Namita Debt Amount , Vineeta Investment Amount ,Vineeta Investment Equity, Vineeta Debt Amount , Anupam Investment Amount ,Anupam Investment Equity, Anupam Debt Amount , Aman Investment Amount ,Aman Investment Equity, Aman Debt Amount , Peyush Investment Amount ,Peyush Investment Equity, Peyush Debt Amount , Amit Investment Amount ,Amit Investment Equity, Amit Debt Amount , Ashneer Investment Amount ,Ashneer Investment Equity, Ashneer Debt Amount , Guest Investment Amount ,Guest Investment Equity, Guest Debt Amount ,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Amit Present,Ashneer Present,Guest Present
2,Dorje,1,154,1/2/2023,3/10/2023,1/2/2023,Entrepreneurship Ki Leher Ek Baar Firse,Rahul Dua,Food,Flavors of Tea,https://dorjeteas.com/,2021,2,2,0,0,0,Young,Darjeeling,West Bengal, ? -   ," ? 1,100,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 3,000,000.00 ",5," ? 60,000,000.00 ",1,1," ? 3,000,000.00 ",15, ? -   ,," ? 20,000,000.00 ",3,,,, ? -   ,, ? -   ," ? 1,000,000.00 ",5, ? -   ," ? 1,000,000.00 ",5, ? -   , ? -   ,, ? -   ," ? 1,000,000.00 ",5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
2,DrCubes,42,286,1/2/2023,3/10/2023,2/28/2023,Building Businesses From Scratch,Rahul Dua,Liquor/Beverages,Frozen Fresh cubes,https://drcubes.in/,2017,2,2,0,0,0,Middle,Bangalore,Karnataka," ? 7,500,000.00 ", ? -   ," ? 4,500,000.00 "," ? 3,500,000.00 ",,No,Unknown,,," ? 8,000,000.00 ",15," ? 53,333,333.33 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,1,0,0
3,Eatverse,29,408,1/22/2024,3/31/2024,2/29/2024,Entrepreneurial Aspirations,Rahul Dua,Food,Multi brand Cloud Kitchen,https://eatverse.in/,2014,3,3,0,0,0,Middle,Kolkata,West Bengal," ? 10,700,000.00 "," ? 17,200,000.00 ", ? -   , ? -   ,6,No,8,,," ? 10,000,000.00 ",1," ? 1,000,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Ritesh Aggarwal,1,0,1,1,0,1,0,1
3,EcoBiotraps,18,374,1/22/2024,3/31/2024,2/14/2024,Building India Through Innovation,Rahul Dua,Animal/Pets,Mosquito Breeding Prevention,https://ecobiotraps.com/,2022,3,2,1,0,0,Middle,"Ahmedabad,Pune","Gujarat,Maharashtra"," ? 8,400,000.00 "," ? 800,000.00 "," ? 2,500,000.00 "," ? 400,000.00 ",,No,Unknown,yes,," ? 5,000,000.00 ",2," ? 250,000,000.00 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,1,0,0
2,Econiture,14,193,1/2/2023,3/10/2023,1/19/2023,Investment Worthy Ideas,Rahul Dua,Furnishing/Household,Furniture from plastic waste,https://www.econiture.com/,2017,4,4,0,0,0,Middle,Amaravati,Maharashtra, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 5,000,000.00 ",8," ? 62,500,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,1,0,0
2,ekatra,17,202,1/2/2023,3/10/2023,1/24/2023,Innovation Hardwork And Diligence,Rahul Dua,Furnishing/Household,Handmade paper goods,https://ekatrahandmade.com/,2019,2,0,2,0,0,Middle,Kota,Rajasthan, ? -   ," ? 500,000.00 "," ? 8,000,000.00 "," ? 2,800,000.00 ",,No,Unknown,,," ? 4,000,000.00 ",10," ? 40,000,000.00 ",1,1," ? 2,000,000.00 ",20," ? 2,000,000.00 ",," ? 10,000,000.00 ",2,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 1,000,000.00 ",10," ? 1,000,000.00 "," ? 1,000,000.00 ",10," ? 1,000,000.00 ", ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,1,0,0
1,ElcareIndia,35,118,12/20/2021,2/4/2022,2/4/2022,The Final Destination,Rannvijay Singh,Medical/Health,Carenting for Elders,https://elcare.co/,2021,3,2,1,0,0,Middle,Mumbai,Maharashtra," ? 6,000,000.00 ", ? -   ," ? 3,000,000.00 ", ? -   ,,No,Unknown,,," ? 10,000,000.00 ",2.5," ? 400,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Ghazal Alagh,1,1,1,1,1,0,1,1
3,Elitty,11,354,1/22/2024,3/31/2024,2/5/2024,Disrupting The Status Quo,Rahul Dua,Beauty/Fashion,Teenage Make-up,https://elittybeauty.com/,2021,2,0,2,0,0,Middle,Gurgaon,Haryana," ? 11,300,000.00 "," ? 1,100,000.00 "," ? 3,600,000.00 ", ? -   ,,yes,Unknown,,," ? 10,000,000.00 ",4," ? 250,000,000.00 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Ritesh Aggarwal,1,1,1,1,0,0,0,1
3,Erotissch,34,421,1/22/2024,3/31/2024,3/7/2024,Visionary Brands Shine Bright,Rahul Dua,Beauty/Fashion,Lingerie and Swimwear,https://erotissch.com/,2019,2,0,2,0,0,Middle,Agra,Uttar Pradesh," ? 38,000,000.00 ", ? -   ," ? 6,300,000.00 "," ? 100,000.00 ",10,No,Unknown,,," ? 7,500,000.00 ",3," ? 250,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Azhar Iqubal,0,1,1,1,1,0,0,1
1,Ethik,19,59,12/20/2021,2/4/2022,1/13/2022,Forming An Idea And Bagging A Deal,Rannvijay Singh,Manufacturing,Leather-free Shoes,https://www.ethik.in/,2012,2,2,0,0,0,Middle,Bangalore,Karnataka," ? 1,200,000.00 "," ? 100,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 1,500,000.00 ",5," ? 30,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
1,Eume,0,152,12/20/2021,2/4/2022,,Unseen,Rannvijay Singh,Beauty/Fashion,Massager Backpack,https://eumeworld.com/,2018,3,2,1,0,1,Middle,Mumbai,Maharashtra," ? 120,000,000.00 ", ? -   , ? -   , ? -   ,,No,Unknown,,," ? 15,000,000.00 ",2," ? 750,000,000.00 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,0,0,0,0,0,0,0,0
3,EvaScalp,11,353,1/22/2024,3/31/2024,2/5/2024,Disrupting The Status Quo,Rahul Dua,Medical/Health,Post Chemo Scalp Cooling brand,https://evascalpcooling.co.in/,2020,1,1,0,0,0,Middle,Mumbai,Maharashtra," ? 5,900,000.00 "," ? 1,000,000.00 "," ? 8,500,000.00 ", ? -   ,,yes,Unknown,yes,," ? 3,000,000.00 ",1.2," ? 250,000,000.00 ",1,1," ? 3,000,000.00 ",1.8, ? -   ,," ? 166,666,666.70 ",3,,,," ? 1,000,000.00 ",0.6, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 1,000,000.00 ",0.6, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 1,000,000.00 ",0.6, ? -   ,Ritesh Aggarwal,Ritesh Aggarwal,1,1,1,1,0,0,0,1
1,EventBeep,10,31,12/20/2021,2/4/2022,12/31/2021,Passion About Entrepreneurship,Rannvijay Singh,Education,Student Community App EdTech,https://www.eventbeep.com/,2019,3,2,1,0,0,Young,Pune,Maharashtra," ? 12,000,000.00 ", ? -   , ? -   , ? -   ,,No,Unknown,,," ? 3,000,000.00 ",2," ? 150,000,000.00 ",1,1," ? 3,000,000.00 ",3, ? -   ,," ? 100,000,000.00 ",3,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 1,000,000.00 ",1, ? -   ," ? 1,000,000.00 ",1, ? -   , ? -   ,, ? -   ," ? 1,000,000.00 ",1, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
1,ExperentialEtc,32,105,12/20/2021,2/4/2022,2/1/2022,The Road To Success,Rannvijay Singh,Technology/Software,Technology layered advertisement services,https://www.experientialetc.com/,2017,2,2,0,0,0,Middle,Mumbai,Maharashtra," ? 10,000,000.00 ", ? -   , ? -   , ? -   ,,No,Unknown,,," ? 20,000,000.00 ",4," ? 500,000,000.00 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
2,eyenic,17,201,1/2/2023,3/10/2023,1/24/2023,Innovation Hardwork And Diligence,Rahul Dua,Beauty/Fashion,Eyewear,https://eyenic.in/,2017,2,2,0,0,0,Middle,Delhi,Delhi, ? -   ," ? 1,500,000.00 "," ? 4,500,000.00 "," ? 2,100,000.00 ",,No,Unknown,,," ? 7,500,000.00 ",6," ? 125,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,1,0,0
3,Fabriclore,26,399,1/22/2024,3/31/2024,2/26/2024,Entrepreneurship On The Rise,Rahul Dua,Beauty/Fashion,Custom Fabric Sourcing,https://fabriclore.com/,2016,3,3,0,0,0,Middle,Jaipur,Rajasthan," ? 100,000,000.00 ", ? -   , ? -   , ? -   ,,No,Unknown,,funded," ? 6,870,000.00 ",1," ? 687,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Azhar Iqubal,1,0,1,0,1,1,0,1
1,Falhari,22,72,12/20/2021,2/4/2022,1/18/2022,Turning Ideas Into Businesses,Rannvijay Singh,Food,Fresh Fruits salads,https://falhari.com/,2015,3,3,0,0,0,Middle,Gurgaon,Haryana, ? -   ," ? 100,000.00 "," ? 2,500,000.00 ", ? -   ,,No,Unknown,,," ? 5,000,000.00 ",2," ? 250,000,000.00 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,0,1,1,1,1,0,1,0
1,Farda,11,34,12/20/2021,2/4/2022,1/3/2022,Investment Paane Ka Sapna,Rannvijay Singh,Beauty/Fashion,Customised Streetwear,https://fardaclothing.com/,2021,2,1,1,0,0,Young,Nagpur,Maharashtra, ? -   ," ? 32,000.00 "," ? 11,500,000.00 ", ? -   ,,No,Unknown,,," ? 3,000,000.00 ",10," ? 30,000,000.00 ",1,1," ? 3,000,000.00 ",20, ? -   ,," ? 15,000,000.00 ",2,,,," ? 1,500,000.00 ",10, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 1,500,000.00 ",10, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
3,FarmDidi,45,454,1/22/2024,3/31/2024,3/22/2024,From Fields To Roads,Rahul Dua,Food,Food Business training App,https://www.farmdidi.com/,2021,3,1,2,0,0,Middle,"Amravati,Lucknow,Bahadurgarh","Maharashtra,Uttar Pradesh,Haryana"," ? 6,000,000.00 "," ? 1,000,000.00 "," ? 6,500,000.00 ", ? -   ,,yes,Unknown,,funded," ? 5,000,000.00 ",2," ? 250,000,000.00 ",1,1," ? 10,000,000.00 ",10, ? -   ,," ? 100,000,000.00 ",2,,,, ? -   ,, ? -   ," ? 5,000,000.00 ",5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 5,000,000.00 ",5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
2,FastBeetle,15,195,1/2/2023,3/10/2023,1/20/2023,Changing The Face Of Indian Entrepreneurship,Rahul Dua,Services,Local courier and parcel service,https://www.fastbeetle.com/,2019,2,2,0,0,0,Young,Srinagar,Jammu & Kashmir, ? -   ," ? 2,500,000.00 "," ? 5,400,000.00 ", ? -   ,,yes,Unknown,,," ? 9,000,000.00 ",3," ? 300,000,000.00 ",1,1," ? 9,000,000.00 ",7.5, ? -   ,," ? 120,000,000.00 ",2,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 4,500,000.00 ",3.75, ? -   ," ? 4,500,000.00 ",3.75, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,1,0,0
2,FatToSlim,20,212,1/2/2023,3/10/2023,1/27/2023,Nurturing Indian Entrepreneurs,Rahul Dua,Beauty/Fashion,Diet Plan Weight Loss,http://fattoslimbangalore.com/,2016,1,0,1,0,0,Middle,Bangalore,Karnataka, ? -   ," ? 1,400,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 2,000,000.00 ",1," ? 200,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
2,Febris,23,223,1/2/2023,3/10/2023,2/1/2023,Changing The World,Rahul Dua,Medical/Health,"Scrubs, Lab Coats & Medical Apparel",https://www.febris.in/,2021,2,2,0,0,0,Middle,Ferozepur,Punjab," ? 11,000,000.00 "," ? 1,200,000.00 ", ? -   ," ? 2,000,000.00 ",,No,Unknown,,," ? 10,000,000.00 ",2.5," ? 400,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
1,FindYourKicksIndia,17,51,12/20/2021,2/4/2022,1/11/2022,A Wave Of Startups,Rannvijay Singh,Beauty/Fashion,Sneaker Resale,https://findyourkicksindia.co/,2021,3,3,0,0,0,Young,Ludhiana,Punjab, ? -   ," ? 350,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 5,000,000.00 ",10," ? 50,000,000.00 ",1,1," ? 5,000,000.00 ",25, ? -   ,," ? 20,000,000.00 ",5,,,," ? 1,000,000.00 ",5, ? -   , ? -   ,, ? -   ," ? 1,000,000.00 ",5, ? -   ," ? 1,000,000.00 ",5, ? -   ," ? 1,000,000.00 ",5, ? -   , ? -   ,, ? -   ," ? 1,000,000.00 ",5, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
3,FirstBudOrganics,48,464,1/22/2024,3/31/2024,3/27/2024,Captivating The Sharks,Rahul Dua,Food,Organic Products,https://firstbud.in/,2017,2,1,1,0,0,Middle,Deoghar,Jharkhand," ? 15,000,000.00 "," ? 2,200,000.00 ", ? -   , ? -   ,15,No,20,,yes," ? 5,000,000.00 ",7," ? 71,428,571.43 ",1,1," ? 5,000,000.00 ",10, ? -   ,," ? 50,000,000.00 ",1,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 5,000,000.00 ",10, ? -   ,Ritesh Aggarwal,Ritesh Aggarwal,1,0,1,1,0,1,0,1
3,Fit&Flex,40,439,1/22/2024,3/31/2024,3/15/2024,Shaping A Healthier Future,Rahul Dua,Food,"Variety of snacks, Muesli, Granola",https://fitandflex.in/,2019,1,1,0,0,0,Middle,Ahmedabad,Gujarat," ? 46,000,000.00 ", ? -   , ? -   ," ? 800,000.00 ",5,No,35,,yes," ? 10,000,000.00 ",3," ? 333,333,333.30 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Deepinder Goyal,1,1,1,1,0,0,0,1
2,Flatheads,5,166,1/2/2023,3/10/2023,1/6/2023,Investing in the Future of India,Rahul Dua,Beauty/Fashion,Shoes Sneakers Loafers,https://www.flatheads.in/,2019,1,1,0,0,0,Middle,Bangalore,Karnataka, ? -   , ? -   , ? -   , ? -   ,,yes,Unknown,,," ? 7,500,000.00 ",3," ? 250,000,000.00 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
3,FlexifyMe,38,435,1/22/2024,3/31/2024,3/13/2024,Thoughts And Innovations,Rahul Dua,Medical/Health,Body Pain Management Platform,https://www.flexifyme.com/,2021,2,2,0,0,0,Middle,Pune,Maharashtra, ? -   ," ? 3,300,000.00 "," ? 6,000,000.00 ", ? -   ,,No,Unknown,,funded," ? 10,000,000.00 ",2," ? 500,000,000.00 ",1,1," ? 5,000,000.00 ",1.32," ? 5,000,000.00 ",10," ? 378,787,878.80 ",1,,,," ? 5,000,000.00 ",1.32," ? 5,000,000.00 ", ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,1,0,0
2,Flhexible,27,235,1/2/2023,3/10/2023,2/7/2023,Nayi Soch Naye Vichaar,Rahul Dua,Furnishing/Household,Composite paper honeycomb panels,https://www.flhexible.com/,2019,2,1,1,0,1,Middle,Jaipur,Rajasthan," ? 1,600,000.00 "," ? 350,000.00 "," ? 4,000,000.00 "," ? 2,500,000.00 ",,No,Unknown,,," ? 5,000,000.00 ",7.5," ? 66,666,666.67 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,1,0,0
1,FlyingFur,16,48,12/20/2021,2/4/2022,1/10/2022,Winning The Sharks Trust,Rannvijay Singh,Animal/Pets,Dog pets Hygiene,https://flyingfur.in/,2016,3,2,1,0,0,Middle,Delhi,Delhi, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 7,500,000.00 ",7," ? 107,100,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,0,1,0
3,Flyrobe,28,405,1/22/2024,3/31/2024,2/28/2024,Navigating The Tank With New Ideas,Rahul Dua,Beauty/Fashion,Fashion Rental Platform for Men and Women,https://flyrobe.com/home/,2020,1,0,1,0,0,Middle,Delhi,Delhi," ? 29,000,000.00 "," ? 6,300,000.00 ", ? -   ," ? 1,600,000.00 ",,No,Unknown,,funded," ? 5,000,000.00 ",1," ? 500,000,000.00 ",1,1," ? 5,000,000.00 ",4, ? -   ,," ? 125,000,000.00 ",1,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 5,000,000.00 ",4, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,0,1,0,0
3,FOMO,31,412,1/22/2024,3/31/2024,3/4/2024,Naye Bharat Ki Neev,Rahul Dua,Liquor/Beverages,Brew Ice Tea,https://fomobrews.com/,2021,2,2,0,0,0,Young,Bangalore,Karnataka, ? -   ," ? 340,000.00 "," ? 5,000,000.00 ", ? -   ,1.5,No,Unknown,,funded," ? 3,500,000.00 ",4," ? 87,500,000.00 ",1,1," ? 3,500,000.00 ",6, ? -   ,," ? 58,333,333.33 ",2,,,, ? -   ,, ? -   , ? -   ,, ? -   ," ? 1,750,000.00 ",3, ? -   ," ? 1,750,000.00 ",3, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Ritesh Aggarwal,1,0,1,1,0,1,0,1
2,ForeverModest,49,311,1/2/2023,3/10/2023,3/9/2023,Businesses Adding Value To Society,Rahul Dua,Beauty/Fashion,premium Muslim women's clothing,https://forevermodest.shop/,2021,1,0,1,0,0,Young,Aurangabad,Maharashtra, ? -   ," ? 420,000.00 ", ? -   , ? -   ,,No,Unknown,,," ? 2,000,000.00 ",10," ? 20,000,000.00 ",1,1," ? 2,000,000.00 ",20, ? -   ,," ? 10,000,000.00 ",4,,,," ? 500,000.00 ",5, ? -   ," ? 500,000.00 ",5, ? -   ," ? 500,000.00 ",5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 500,000.00 ",5, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,1,0,0
2,Freakins,33,255,1/2/2023,3/10/2023,2/15/2023,Growing With India,Rahul Dua,Beauty/Fashion,Fashionable Denim Apparel,https://freakins.com/,2021,2,2,0,0,0,Middle,Mumbai,Maharashtra, ? -   , ? -   ," ? 6,300,000.00 ", ? -   ,,yes,Unknown,,," ? 7,000,000.00 ",1," ? 700,000,000.00 ",1,1," ? 5,000,000.00 ",2.5," ? 2,000,000.00 ",12," ? 200,000,000.00 ",1,yes,,, ? -   ,, ? -   ," ? 5,000,000.00 ",2.5," ? 2,000,000.00 ", ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
2,Freebowler,10,181,1/2/2023,3/10/2023,1/13/2023,Zillionaire Banne Ki Chah,Rahul Dua,Sports,Non-Electric & Portable Bowling Machines,https://freebowler.com/,2019,2,2,0,0,0,Middle,Bangalore,Karnataka, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 7,500,000.00 ",7.5," ? 100,000,000.00 ",1,1," ? 2,500,000.00 ",7.5," ? 5,000,000.00 ",10," ? 33,333,333.33 ",1,,,," ? 2,500,000.00 ",7.5," ? 5,000,000.00 ", ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,1,1,1,0,0,0
1,FrenchCrown,36,120,12/20/2021,2/4/2022,2/4/2022,Gateway To Shark Tank India,Rannvijay Singh,Beauty/Fashion,Clothes,https://frenchcrown.in/,2017,2,2,0,0,0,Middle,Surat,Gujarat," ? 720,000,000.00 ", ? -   ," ? 7,000,000.00 ", ? -   ,,No,Unknown,,," ? 15,000,000.00 ",0.33," ? 4,545,500,000.00 ",1,0, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,1,0,1,1,0,0,0
2,funngro,43,290,1/2/2023,3/10/2023,3/1/2023,Creating Value Through Ideas,Rahul Dua,Technology/Software,Smart Teens work with Smart companies,https://www.funngro.com/,2021,3,1,2,0,1,Middle,Mumbai,Maharashtra, ? -   , ? -   , ? -   , ? -   ,,No,Unknown,,," ? 5,000,000.00 ",1.25," ? 400,000,000.00 ",1,1," ? 5,000,000.00 ",4.16, ? -   ,," ? 120,192,307.70 ",2,,,," ? 2,500,000.00 ",2.08, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ," ? 2,500,000.00 ",2.08, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,None,1,0,1,1,1,1,0,0
3,FUTRStudios,47,462,1/22/2024,3/31/2024,3/26/2024,Entrepreneurs In Action,Rahul Dua,Technology/Software,Kyra Virtual Influencer for Businesses,https://www.futrstudios.in/,2022,2,2,0,0,0,Middle,"Chandigarh,Ahmedabad","Punjab,Gujarat"," ? 4,600,000.00 ", ? -   , ? -   , ? -   ,,No,Unknown,,yes," ? 10,000,000.00 ",2.5," ? 400,000,000.00 ",0,-1, ? -   ,, ? -   ,, ? -   ,0,,,, ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   , ? -   ,, ? -   ,Not Present,Deepinder Goyal,1,1,1,1,0,0,0,1
